Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
P32319,"1160,503511","2394,998855","1541,65666","1651,17992","1704,841128","2052,444568","2305,192696","1206,441893","1693,464047","737,1510141","692,268351","890,2579347","1232,09636","822,9294689","836,0898035"
P32327,"9175,366852","7615,755609","6469,612147","9411,467286","8986,920818","9033,258659","3463,911788","3112,819736","2183,403485","2218,770883","1489,0013","1838,196173","1710,100957","1302,118809","1555,35515"
P32347,"10056,63913","8890,248046","6954,551651","11238,86509","10509,42748","10943,56631","5473,675084","3943,818022","5447,665592","3801,761752","2757,3775","4125,356485","2440,67522","2723,884726","2906,255185"
P32352,"73688,2093","70573,57647","52544,46992","66854,36883","88521,18998","49974,48786","31407,26159","13895,97451","12136,41982","14876,59527","10099,31575","13272,5706","12512,5579","12815,35838","16307,30263"
P32356,"2355,999316","1893,125653","336,996659","1120,142423","2172,105145","629,5924587","432,1989269","246,7507219","322,084679","266,1575437","120,8614983","301,3117973","374,743037","231,7810505","530,3432354"
P32380,0,0,0,0,0,0,0,"29,37977123","52,99435092","1073,049002","827,1418108","1537,188601","3906,874376","2227,282358","2514,389854"
P32472,"4984,32308","2841,541459","2866,681773","4122,523892","6437,192493","4921,275003","1024,418555","679,004689","102,7817622","2033,412436","2046,400802","4794,595595","3944,350976","1677,850436","1781,426098"
P32477,"52948,87265","46397,59963","43377,50794","56169,88414","65444,09255","44023,86738","26398,8687","12772,44883","7717,268533","14288,35142","12680,7705","17713,38728","11657,19189","9226,376183","11673,42204"
P32502,"3350,627151","1601,19608","1036,492856","2461,219462","4721,689255","4489,631278","2998,323663","2541,071599","219,8184671","2624,956695","2798,505221","7480,099994","3211,372995","3012,319119","3586,091616"
P32529,"17135,55924","15076,04486","11181,50825","15084,03911","20364,21192","11759,84295","6496,70027","3979,182512","1193,275748","4328,660976","4485,178989","6812,208542","5848,398299","2871,635503","4220,424519"
P32608,"7377,001022","10295,78238","10452,67496","13574,10306","17123,92703","12449,73686","5406,917307","5548,462961","2007,216783","4839,524535","5020,384375","9277,579059","10217,46643","4662,586463","8239,149595"
P32610,"26923,2937","26720,91251","22868,81691","33707,48772","35333,62917","28190,49347","12838,56209","12153,78258","10618,49288","10890,80514","8488,743787","9911,822403","8479,980962","7270,186909","9634,832683"
P32639,"241611,0966","198167,3236","181653,7416","254171,6299","303940,4415","232398,599","76023,77646","69282,07505","66401,76608","91163,46746","83790,33632","113387,0384","89242,72848","86967,57159","100064,8173"
P32769,"2369,060459","2173,985724","1381,154243","1975,801621","2625,807922","2698,372143","544,881154","561,8110532","508,7267695","348,3658451","271,1533275","372,2393177","202,0541382","143,2167358","189,3377432"
P32802,"2463,495722","2231,262381","2362,6763","3143,312535","2397,724676","2425,280885","1683,612849","2067,298076","2162,08082","2929,91769","2422,410915","3460,29202","2258,989203","2998,576909","2492,381901"
P32803,"13298,92142","14041,26679","11307,60229","15029,02976","14883,88736","10768,67758","7986,145322","4775,957431","4107,072826","3756,810602","3337,946506","4652,158378","2489,862433","1962,975746","2339,211771"
P32832,"1601,340639","2034,033711","2337,644981","2274,374726","5452,873571","2042,764211","862,7182732","449,2008405","411,5196599","180,0660237","438,4119549","481,6582338","314,2486191","55,76363182","423,0992422"
P32839,"5371,669698","6963,135915","4853,663477","8026,578901","10584,17827","6463,782382","1803,772378","1710,731977","859,5827762","1001,227385","1185,33618","1971,846978","2402,316194","1770,976621","2642,078222"
P32904,"18065,39776","14796,28225","11956,24224","17421,52461","21414,98016","12252,76323","6884,807616","3585,718483","2237,61515","3094,511954","2556,434637","5476,250509","3112,037634","2362,479122","2801,895817"
P32939,"50992,40612","49294,51732","37955,84491","54488,66383","59287,41867","49434,99306","27212,37743","15337,79754","16772,78566","12675,01916","8937,738542","11660,99939","10515,85725","10166,97843","8777,251767"
P33204,"7669,471478","7869,549069","6646,930582","8936,178692","9615,641691","8307,774396","5183,385647","3439,970366","3982,347239","3293,84544","1995,465583","2924,257105","1372,860819","1687,209108","1876,765402"
P33310,"711,3104531","1275,926899","925,0154552","1222,570517","1219,676172","1211,543034","223,0094807","307,7699747","153,2913494","422,0270871","386,7893229","299,165892","1695,528661","538,6897936","849,6634595"
P33317,"583605,6944","499237,5543","424813,7257","620119,3135","648202,7426","578198,9178","258357,4896","161454,1254","202688,0977","158996,5636","120793,026","152021,7118","129762,378","111838,9405","125199,6166"
P33324,"8764,933542","6856,587076","5501,58716","8525,235102","11638,16319","6885,349194","1702,025276","1559,304959","1440,654481","2410,613839","3139,793692","3780,4087","4825,784669","2472,999972","3707,195343"
P33328,"70784,97865","71033,02691","58883,8833","81636,88364","88559,04639","66536,88255","27572,56835","20334,13803","17272,63415","23346,35948","15875,07755","19116,9696","18755,5325","17213,62576","28479,59415"
P33759,"20518,49861","20202,40049","16991,17937","21879,70455","22796,32218","12429,39127","9201,540469","7934,866414","8793,954952","12584,81338","7037,750889","7192,848031","5714,47718","3754,836645","10403,9279"
P34077,"8982,443024","9188,781696","7640,452275","12455,65588","14203,01674","8968,248597","4765,370959","4500,471039","2122,346085","2630,45413","2508,268866","3345,402223","3065,358159","1596,701567","2244,18405"
P34087,"13225,61542","14398,19489","10609,189","18534,94865","16277,22372","10947,37558","4388,56598","2858,948016","2910,073635","3120,598293","1564,059668","1514,112806","659,2787162","743,925736","1613,15939"
P34248,"1041,530152","2746,812662","1927,297091","2887,999054","1827,490799","2455,022728","1226,778963","811,0779152","480,1667122","584,6518338","247,9684677","458,5220615","416,748495","176,8931545","245,4380905"
P34909,"1682,782467","709,2319565","954,2937522","2951,096078","4836,919827","1659,901691",0,0,0,"74,87968445",0,0,"42,25497169","93,68241119","137,3611374"
P35179,"171178,0869","152512,2028","137675,157","184737,8326","203313,1357","141832,6274","87134,27111","63113,85706","52236,59125","57415,62272","54889,39118","76548,91144","52845,62344","45898,82152","52247,38654"
P35189,"35127,61177","35490,26066","26742,81537","36511,65145","39004,19982","37002,33931","14002,04355","10603,18836","7970,805257","10961,12932","8483,2366","9762,724037","8406,105481","8080,498411","8635,755036"
P35207,"119,0091163",0,"111,2046603","87,89076805","52,22510395","0,012130226","37,81054103","1103,21273","3211,387345","3912,398414","4871,760305","5569,407751","8697,076224","5161,977898","6389,970163"
P35723,"82487,21662","71322,22321","59066,83033","79867,64191","91971,38003","76262,72841","31508,49606","30182,17523","20366,62383","27000,84174","20435,66737","22419,81887","21592,14334","19220,30319","20900,3948"
P35736,"677,0085284","313,1364632",0,"46,05181217",0,"273,8771692","1976,943867","2154,715653","1702,118656","2265,441869","1846,292053","2136,532287","2622,367979","2074,017221","1860,841006"
P35996,"36950,14193","26934,49601","34710,34664","32200,97889","27432,92057","19105,26514","5402,384671","2840,078316","2605,048227","3131,884693","947,8192372","2394,496244","740,6438448","916,2959731","1430,720267"
P36013,"3805,30975","4053,171413","3631,771246","5467,711716","6559,61786","4611,345856","877,2319948","696,9666153","167,74059","759,4423407","806,0076036","1123,04712","496,6807415","300,3581396","36,0221069"
P36016,"1404,43247","809,5778968",0,"193,7753487","484,9918076","1016,465712","400,296105","99,30018942",0,0,"106,2207073","175,8926831",0,0,"119,3629691"
P36017,"16588,55251","16422,25409","14882,7032","21012,05817","25248,80114","19068,13311","9438,509","8717,074041","3765,272826","8751,816162","9146,570326","11193,7929","8594,901564","6068,948949","6874,953596"
P36018,"19367,93729","13289,99036","3090,988876","7663,942534","3914,495115","13761,43859","15898,10611","11413,40285","11401,94282","12611,96765","11023,2136","13100,59094","13649,59018","12028,69016","10016,79461"
P36040,"3856,521923","4208,926094","3253,267165","5351,096445","6494,298573","4284,80356","908,4264314","500,9182772","637,4367227","692,0178418","526,8845916","1234,783411","654,097951","592,5145514","462,6393305"
P36041,"4177,879636","1263,723114","2083,947413","3569,050356","5241,811684","2215,050008","1685,491381","1386,969938","152,7733451","831,6852116","1341,308205","2640,702321","1894,164894","1497,435804","2108,721086"
P36051,"1950,067097","889,4633574","854,4946511","1856,094728","2467,065638","2165,73413","394,3489588","227,3523706","82,97410349","130,7706949",0,"195,9047328","128,4265267","117,8669548","374,6574475"
P36059,"17888,69019","15625,0655","11105,22748","19705,13851","21868,80922","18842,59522","5051,409865","4074,574173","2943,939124","4606,636578","5151,041198","7307,717667","7455,299769","4989,52393","2956,337645"
P36088,"26025,38119","29569,34995","23748,34086","32091,86277","41545,23168","23582,6459","18146,17817","10970,13137","5193,914311","8065,79393","8720,179466","9816,235053","10715,02145","8089,806849","9000,672331"
P36104,"959,214035","2354,67315","1330,378824","1635,869948","5122,683555","847,3185308","3181,993269","1917,586362","752,2916861","772,6470089","807,4206812","2666,225658","1599,888629","198,6995672","314,1938008"
P36108,"13232,90883","13700,14276","10877,62193","16247,55366","21527,78929","11838,67553","9260,17636","5073,442243","893,5621273","4781,679612","4837,793507","7165,123807","5041,597111","2031,739634","2936,146971"
P36136,"38578,51841","28103,60872","23741,933","38405,14136","34628,60788","29473,21257","11514,12767","8911,396256","11072,62956","14208,5653","9153,638207","8723,475473","7637,02965","5562,072213","14568,33616"
P36141,"7133,140179","1114,95437","1169,408467","6233,38649","6126,786411","5158,846601","6845,719779","3281,157104","114,9473686","4288,377794","4638,847126","9396,726803","9686,145772","5480,223032","8284,271969"
P36147,"33149,51821","26781,57491","21262,2136","33556,98799","39107,18942","32163,31265","13941,49274","9119,935662","5333,092629","8462,425486","6367,241944","6953,196389","5368,653191","4207,880031","5559,363666"
P36148,"330,2343102","426,1114799","498,8518556","245,6181769","304,2106495",0,"571,8956531","740,0980734","544,6308121","491,6770004","302,3278182","375,8384323","266,5001812","270,3188798","279,8749442"
P36154,"37370,05269","37751,31992","32682,02553","38694,05098","39231,17764","28185,29649","24051,32043","18604,39469","8372,637125","16690,49692","16258,59629","23813,37091","20897,30916","12169,51091","14481,22222"
P36161,"1558,920368","1518,898154","1390,255972","1906,007655","3926,964896","885,3408648","182,3089581","43,41563606","34,86608818","155,2761536","71,65991688","239,6946048","340,2704188","163,3750654","213,8323069"
P36165,"1402,114654","4906,894289","865,7383206","2829,141158","4515,278939","7247,773701","237,2145958","7661,508421","8467,749793","16985,55424","15473,05601","21652,01204","18531,35811","12046,53516","16010,3367"
P36516,"13129,34542","13337,08551","9560,924043","16004,33721","17511,12752","12412,89814","3940,458738","3881,477529","2674,458194","3731,243794","2177,607091","3410,176761","1871,363191","1773,567674","3335,136126"
P36521,"7312,939954","6832,2063","4716,787028","5822,227674","6938,301978","6803,178104","2267,030785","2432,317614","1886,319091","1970,315947","1698,443423","1947,798836","986,9009417","1402,541436","2231,867868"
P36523,"15287,13807","14504,45672","12960,6916","17767,05915","21529,87506","16995,89888","10853,5782","8806,433364","12590,13822","6707,997489","8644,604606","11941,14376","11813,2888","8546,772996","9016,343617"
P36525,"5221,760237","2266,837851","1511,135138","6775,578031","9377,140544","4164,624805","2226,815636","2059,049338","48,27292434","2489,323022","3311,8098","8881,532303","7898,681643","4380,944648","5664,784155"
P36526,"15877,31212","15480,17148","9407,725047","19011,39037","20902,67649","16779,94787","4300,25014","3582,587091","2508,019488","3242,144341","2485,963808","3257,828492","2219,237762","2717,283417","2978,222399"
P36531,"15182,40365","11708,4845","11582,86076","17862,32125","15938,60044","12677,16846","4297,580952","2638,770734","2664,002314","3220,514106","2637,837671","3841,557171","2379,406049","1002,883197","2229,000249"
P37254,"35279,99404","29351,2936","24575,70713","36250,60229","36589,51141","33940,16702","19854,36851","10277,764","13479,55682","11369,19062","8028,970348","9120,449245","6765,180616","5197,107634","6185,93781"
P37262,"12035,59496","10672,49709","5689,675078","11426,50707","15155,88543","7266,959288","1818,732642","2580,40104","1739,449445","1363,155492","1308,996555","2139,513808","2201,212225","1620,755864","1639,878839"
P37293,"2011,848978","854,1761808","670,3653008","2026,866587","3710,621283","1548,346905","679,4085489","1056,751364",0,"1132,756335","999,5846988","909,9673765","2422,880237","3267,883591","1434,761676"
P37370,"4431,393489","3693,668712","2458,779027","4875,361858","5369,794342","4109,424325","1249,066369","801,9722198","433,3442304","455,4645168","385,8326324","378,717225","296,6966778","461,9484188","520,6683209"
P38065,"4331,862601","3397,629114","3588,2454","5874,850839","3529,51779","941,0091418","115,5284646","159,5408325","122,1936264","324,6820641","223,4630776","223,2365551","91,39498048",0,"98,60394426"
P38069,"66576,14441","96339,70819","70779,28628","108446,9211","109108,0361","100438,6426","32138,97435","19971,54556","25789,70202","23749,8113","13676,52034","24469,14693","30343,53681","14637,26182","18805,65334"
P38075,"48979,90594","42221,97577","34601,63187","55102,26673","56167,63969","52011,98378","19289,17555","16570,38316","11562,16297","20015,08105","15391,93549","20682,59165","25740,77692","20064,70247","22105,24462"
P38089,"5664,091667","3733,708334","2801,333245","4844,582628","6747,257964","4616,337136","1611,893153","988,0009692","1000,269151","1096,651741","940,8437876","1677,357565","1188,520537","1107,659634","1072,083005"
P38109,"11956,84181","7467,43162","6676,943724","14868,03027","21822,22437","11315,74093","8256,305948","9993,87081","1483,35256","9466,092929","9239,048064","15759,42841","11172,86233","6797,296371","10531,01613"
P38116,"16098,62611","17923,58695","13213,68201","17034,64485","17339,86417","18296,10761","12441,75372","6260,592665","6922,76054","4783,778241","3015,274374","5100,77522","3091,058008","2797,988207","3867,384382"
P38127,"3948,53585","4861,166497","4574,512446","5369,402886","9122,019466","5177,847777","1181,789368","1411,541345","126,0971487","597,2570617","937,8265829","1231,164911","672,6269923","688,4398942","239,3298671"
P38131,"1009,87863","1384,018335","1592,195967","1149,602465","1774,399685","835,7352893","638,4907562","557,3843549","456,160066","411,5425802","308,8445142","439,4389762","874,913935","318,6658096","412,6564609"
P38138,"1926,777213","1411,245283","1269,935796","2574,43159","3511,420602","2248,412459","566,9625884","949,8281865","430,0688007","681,408186","681,0580603","959,329773","470,945054","576,1319017","532,1872794"
P38142,"1766,45356","808,2647739","1489,147811","1731,256549","1262,274791","2356,44725","1049,850785","863,5406468","714,1599402","482,6165863","326,3840097","650,8485273","628,5239431","335,7099394","452,0631703"
P38162,"4670,328742","4014,977461","3155,651775","4611,056828","5419,846089","4170,813327","871,6980962","512,2055014","619,6572705","421,9330063","56,87957382","364,9531237","37,53952425","79,13050079","188,0307514"
P38166,"29204,22529","24105,22666","23901,42623","28715,25806","34970,33791","21681,40099","11197,33652","8490,103984","5055,642758","9186,456752","8374,100886","11809,57298","10940,38734","7959,347759","11840,5271"
P38175,"12083,5857","9528,958548","6878,318545","10390,67635","11269,30352","11652,33062","8225,498764","4457,16295","5057,308365","3006,34783","1682,351212","2498,266441","2375,572597","2303,329377","1810,019837"
P38199,"29318,98962","26368,33536","20785,81963","24933,59214","29092,60911","27601,29115","7220,039255","6559,256745","5828,828405","6168,515968","5201,332038","7331,993487","5279,074244","4973,524461","6504,123544"
P38203,"21374,53364","18624,40355","15736,25288","20162,32543","26813,10447","23077,35515","7072,589345","6276,860971","4438,035756","4545,198994","3301,194096","4126,788769","2828,52374","2837,206173","3930,514559"
P38217,"5859,82466","5903,411429","5817,562676","5548,358835","6329,961494","4474,271328","1809,155287","1529,268015","1210,875304","4859,89771","3534,415614","4302,131783","4275,003653","6817,252538","6103,126967"
P38254,"3582,188434","4223,425386","2916,880375","3574,146983","4012,062374","4713,011507","1685,32711","591,4001107","708,6458169","600,7152567","287,9379702","305,7801619","86,01653671","203,8091893","293,2869701"
P38276,"29222,50957","20021,22963","22674,42095","33563,9184","45082,61149","20018,84301","18552,01769","10075,68599","4729,958517","12095,18136","10949,44997","15084,18361","11641,05258","6929,004478","10214,83399"
P38285,"7984,249396","7308,280779","6509,025936","8727,268437","9217,423913","8867,628964","5031,444872","3164,258742","4119,765874","2835,932538","2637,17577","1941,10571","1902,536117","2974,060895","3145,18168"
P38286,"30882,24346","28215,62628","22792,47671","35730,49324","34921,88142","31050,13949","10650,55358","7978,075963","9751,812613","11532,8419","6960,049869","7961,221075","4840,245035","4588,90011","6776,743757"
P38310,"7081,75256","6638,039095","4516,686433","8215,902592","8556,166418","6951,353727","691,5038661","405,1455026","309,1110393","409,6393981","131,2483688","427,1094068","508,1559396","404,3189938","518,328228"
P38361,"4069,95895","3104,038729","2285,096211","4109,489914","3756,811855","4269,746038","2163,243245","1978,501788","2017,676894","1123,087059","982,7221165","1126,782928","706,1837035","869,5993128","819,1448471"
P38555,"4403,274922","324,0340881","574,2325211","3482,180298","3140,597288","2928,590181","7826,590061","1283,115238","81,63129107","1841,90342","3195,762416","7073,051391","10516,1203","6277,305726","12366,60566"
P38623,"3033,692184","3114,463718","2346,612266","3800,28405","2599,943198","3718,940604","2554,349777","1227,27359","1979,401977","502,5990114","547,6005143","529,4870748","1129,882208","355,2542107","782,6233577"
P38626,"14720,9042","11225,76299","10283,33887","13148,43923","15091,57787","15082,63547","4603,408483","3378,82321","1742,259179","2280,757571","1499,643603","1412,760204","1072,41298","1134,830733","1372,361892"
P38631,"6771,985058","7629,649725","6608,485953","9971,306626","13840,55066","9843,111478","8565,611833","6452,511147","6075,678785","5096,479144","4256,868595","4983,390982","4512,919479","3924,717994","4420,997545"
P38682,"27379,79287","29624,8088","19194,63634","27105,75717","18832,38951","31192,721","4077,26463","2911,377052","3601,737501","4422,256277","4513,448372","5007,369591","2194,246698","3414,585179","3619,879269"
P38694,"4700,316013","2407,466033","3508,967631","6101,044869","5942,18716","4074,025171","2913,869639","1850,170785","105,5846427","789,6837945","1782,646782","2393,929782","2628,118448","1263,994354","1040,184555"
P38695,"80483,32118","69041,74351","59189,74824","108112,7897","95730,98546","81992,33365","42861,92318","24449,2924","16244,62049","21923,75643","16630,33298","25032,44678","20387,10182","14801,496","18842,83355"
P38708,"4991,710986","1127,009201","2247,628855","5876,808972","8188,214956","4620,705547","5397,86885","2428,49146","102,6072111","2515,062752","4398,452803","9075,173297","8097,83646","3747,331227","7065,178565"
P38736,"3892,213918","4379,663334","2347,998847","3877,104062","5889,053591","5621,038308","956,908617","1104,816269","662,7873697","847,6120157","676,8859145","627,2673811","675,5174597","553,5823567","963,5342055"
P38738,"1331,803474","2158,77505","1921,211145","2358,851573","2703,12218","1545,297198","221,1328489","163,7954502","200,8517472","171,681338","186,9760296","218,0853659","17,16159978","227,2477515","58,51457977"
P38754,"109699,8196","104677,4136","82413,82191","113875,5271","124912,9214","119364,9318","62404,10784","36713,61748","17650,62209","20370,16286","14945,98563","19267,54616","16840,05433","13400,58834","16965,44085"
P38759,"8533,143299","9154,891907","6377,698405","10028,55749","8364,966784","5989,039421","1596,534086","1035,391804","1253,12344","1622,742257","869,5747922","834,9024516","789,7355356","1058,58313","486,4166967"
P38760,"43724,96734","37670,60166","29349,92004","41342,31667","47814,18028","37355,29321","27806,21839","15123,18284","16440,55689","12204,23576","8705,139488","10724,31073","11002,51388","11231,68999","12696,58535"
P38771,"9378,879484","7965,769471","8651,890697","14026,55404","13675,73813","11699,63295","4513,007893","3376,522643","614,058074","2960,892855","3596,311745","8263,505636","6202,729011","3345,583083","3419,647957"
P38779,"2321,824958","2339,348588","1638,650719","2769,401122","2541,004168","3061,689509","1541,015941","633,2748699","877,6131039","418,1698932","182,3806162","372,8188714","122,2334405","17,31089703","186,2625078"
P38787,"127597,7384","105115,0062","89892,07136","98576,55213","137700,2611","122614,6603","72067,6268","60697,84592","46004,24557","67115,92357","37851,01161","50756,59198","48215,38715","40576,14247","51563,92904"
P38791,"19543,92552","18676,00113","20020,47647","24585,53151","30511,70734","15652,16792","11359,31438","8647,404429","2361,580567","7549,75302","8137,432007","11341,85304","11933,33474","7870,133354","6857,111624"
P38817,"14511,20186","12234,60238","9300,5479","14080,5615","15061,07191","16143,30576","3794,464088","2329,699041","1778,687575","2634,521306","1196,197781","1747,002531","1377,648936","775,7882782","1277,436647"
P38841,"12177,72964","10085,61822","8507,334498","12439,19319","13034,25176","12976,28902","6632,488974","4721,512634","6081,77741","4740,075306","3228,676046","2557,818815","2081,997263","1680,568595","1988,876786"
P38875,"2909,178016","1651,364234","1963,072626","3589,513601","2935,670305","3312,092828","1561,597997","963,9070352","886,5477237","1196,846725","572,8275835","1001,482775","634,0246804","902,938483","810,5007333"
P38882,"286867,3077","291998,6327","232437,6163","331036,9954","349838,3238","293307,9613","154225,4394","128521,2089","117066,0159","106738,6744","76764,10689","91804,04775","79431,09349","74318,63083","105720,7626"
P38902,"13302,89196","11627,04386","8475,767181","12881,88248","12160,63355","10880,72548","6285,002011","4446,356533","7507,17981","6662,511501","4273,979252","3603,863352","2298,819046","3134,969158","3195,849239"
P38922,"3769,725697","2673,118536","1408,034284","4225,461113","1097,855903","2297,16623","1548,485669","1117,372671","35,64596939","1019,258348","1030,464854","1950,611509","3583,804858","626,9466883","2512,660867"
P38929,"5082,046653","3926,321014","2711,586393","5669,929065","4929,111367","1586,957333","648,8435364","657,3851004","557,8675241","908,3265351","813,3997801","584,3953555","309,7807197","158,9748516","328,7076531"
P38930,"4825,874162","3809,204463","3920,52095","5423,822928","6481,028975","4301,139146","2261,682162","1935,032476","1164,085011","991,0440153","929,4479494","1649,313846","1856,765263","1276,284375","2129,494606"
P38969,"513,0176542","1096,014845","758,4646281","1690,316486","1977,169796","932,5876067","565,6087207","390,4599859","26,53645897","214,063088","326,4810331","462,5495043","835,9933828","149,890607","87,59505301"
P38986,"13307,99132","12368,21548","11126,41533","15531,83567","14793,28845","12465,38288","8006,968004","4813,178609","3505,048737","7741,295937","8862,625124","8790,877192","12595,53095","4126,724322","5076,999649"
P38996,"2658,823191","2368,414972","1832,132303","2840,815696","1465,647663","1250,554688","87,25986073","648,1225042","222,9449795","788,9602196","361,1400374","799,8841724","607,776889","268,5813476","1492,880532"
P39002,"505412,9201","474784,4772","367922,9936","496320,2122","626158,7457","561817,0693","234378,6841","148137,8299","230261,7312","232421,052","137097,2749","161034,9666","165807,4945","134450,5151","155299,7467"
P39003,"30837,18483","45112,36031","36417,09864","61111,21116","76866,1137","39395,75222","2980,552402","2517,476345","3034,79682","6045,590728","889,201458","4057,039056","2374,775354","1458,678216","676,2500187"
P39004,"13120,55497","9079,019262","7435,189525","13264,18357","20378,7098","10004,77821","3493,921139","2853,768062","2018,018133","4991,193525","2387,828277","4070,253156","2074,69751","1901,297256","1866,976207"
P39006,"23693,40069","31548,74177","20192,60307","30531,86034","27662,86593","26110,37439","21887,34023","13661,3666","15131,98204","12178,45254","8116,427318","10920,6173","8568,799533","7552,807785","6613,987549"
P39011,"1701,413929","2934,7697","2504,336969","1833,053691","1889,142865","1759,774317","1718,5352","1878,117086","1782,962319","723,4609428","1150,954389","667,0186015","2243,570347","762,0604137","2354,288189"
P39101,"28046,06272","19444,76571","17516,96628","26716,56579","27458,85244","16785,96945","15837,35995","9063,308419","3305,908596","11650,44868","14381,11336","15298,91215","23137,83229","10523,84113","14005,96358"
P39103,"2731,912178","363,2044144","2029,376328","2177,042179","6535,514087","2062,462263","256,2441957","118,9153519",0,"1880,379608","3205,339931","8905,566788","7435,522477","1946,405798","4163,60538"
P39105,"417,3826088","388,0682084","486,378741","713,3306662","757,7610969","911,1952809","1099,847617","736,4545806","751,3169181","1282,364727","1148,346004","3344,158868","3673,882973","1189,02426","1969,671838"
P39107,"13696,69627","13422,98312","11389,99237","16182,8426","18149,93604","14638,92822","6956,311442","3598,069253","3281,592868","2633,77694","1976,511777","2628,888797","2779,325573","2052,162866","3063,836437"
P39109,"304,3424261","385,3868681","487,6865761","1197,161416","3884,54305","2723,576724","1088,099586","1192,39298","1602,511876","2134,851371","1167,785479","1816,158448","1647,51157","894,3247149","1364,563484"
P39518,"20773,29651","23516,72764","16867,74913","21386,43288","27867,95389","20446,79065","7782,352827","5886,023637","3269,617735","3786,081298","3606,317993","4742,455615","2408,345375","2549,80143","5212,302215"
P39523,"825564,5346","810855,5184","626650,9527","892536,0478","964256,0216","905530,3764","339459,6596","266533,8069","326901,1927","359859,7851","252078,4897","320481,1626","289327,4644","218141,7658","246396,0505"
P39683,"17551,70753","18328,51784","14177,75644","21623,80463","22916,17455","20598,05532","10656,48711","6482,428141","4818,231719","6675,780241","4971,36673","7170,869462","4761,583222","4630,05747","5427,923377"
P39714,"12784,70694","12170,07838","9335,374852","12453,77956","14069,33435","12668,15755","5805,158005","4756,516745","2969,085637","6425,336319","5290,240573","6832,919841","10075,71007","6127,858445","6976,421611"
P39721,"60138,02906","58229,20942","45721,6174","69349,10611","64186,4986","56182,34333","20019,02004","17651,62623","14881,46591","13895,91047","10046,83841","13430,74323","9380,636795","8310,22069","11500,09742"
P39724,"6738,83915","6823,017782","5074,178225","7424,472285","9667,831652","7146,40262","4308,489954","2783,515199","4107,469054","3060,516685","3007,188471","3677,497476","2340,76762","3627,031816","4247,711257"
P39744,"5414,068977","3951,475971","3060,080524","6648,07184","7176,670107","4184,813983","1879,676757","472,7351868","621,4422477","1237,849803","363,4147026","402,6405522","77,46859998","174,2546787","214,2541611"
P39931,"33701,6133","28798,50372","23663,70919","32619,09425","42412,83464","31798,59033","13790,41047","8625,902076","9098,571955","9952,685","8242,00108","9854,274075","7906,420422","6013,683145","8249,896383"
P39984,"1717,484104","2311,875281","2133,001334","2205,42458","1428,436399","1757,450183","486,9323102","579,293955","990,1041712","441,3025842","736,426745","283,6553249","359,0452792","777,3203587","402,0925356"
P39998,"1296,356505","1879,604631","1939,38067","3504,892247","2146,18907","571,6619734","198,0737123","169,5501466","366,0635637","263,5648483","56,28127286","376,8928893","181,181059","80,11685547","270,9168898"
P40010,"7239,86264","8061,400566","11712,41542","10790,68421","9944,573559","4628,092577","5131,387274","4420,106764","4055,610752","4447,717921","3845,330421","5180,783292","5720,662712","2769,028964","2896,157833"
P40019,"17727,49519","15978,01959","11661,23349","17592,72081","18940,70021","15952,07195","5268,158826","4816,884825","3803,143578","4934,90457","3313,849888","4048,027558","3353,065001","3224,922792","3717,029398"
P40030,"17577,28249","5357,543632","6823,164715","14555,26282","19209,78945","13809,69343","14446,28945","8192,319189","271,0488707","9786,145427","11498,22436","26513,70876","21604,83492","13289,59592","23129,1997"
P40040,"2838,873828","6120,371567","4918,007962","5529,237395","5135,892862","5242,630476","2087,867165","1456,074511","2122,711179","2050,10294","2739,040435","2331,037866","4377,208219","3164,602393","2627,437725"
P40066,"3538,327955","2622,689374","1997,957744","2734,928867","3716,693873","3217,419135","2256,547413","2472,892951","2560,821339","8115,107114","6862,302377","8950,936898","15855,7772","10058,75453","10502,52193"
P40088,"670,5929082","1894,646359","2487,731805","3056,085155","4788,617491","3604,086233","924,6836033","710,9199929","1688,745233","1491,612743","790,4558948","1358,023837","686,5847184","698,9782268","1056,008881"
P40089,"2116,747758","69,64419556",0,"1472,705523","1079,88701","640,5831833","3431,458866","622,6038477","6,54328455","327,1760007","626,7790099","7152,639989","2656,578555","1673,204403","7545,414274"
P40096,"20188,06723","16539,11176","12401,69184","19179,42515","19849,10449","18135,88982","6959,540878","5505,960108","3968,451602","5727,098408","3678,126203","5593,7873","2415,331265","3325,373497","4883,504924"
P40150,"318341,1663","227824,203","194701,8179","377849,6359","457889,5331","298603,5363","213156,3403","175876,4311","75967,01813","192760,394","188973,6655","259932,3864","231165,2959","149801,1803","178603,3452"
P40168,"11822,97372","11965,23054","9861,106775","14661,39293","14938,50483","13838,4931","5546,070622","3538,085876","2412,984002","3685,925968","2584,882654","3388,92145","1066,702686","2059,065964","1787,393826"
